! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
N2                  1     322.846     3.461     1.781     0.000     1.000    ! OneDMinN2
Ne                  0     148.600     3.758     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
2BF(1)              2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
2BF_radical_0(2)    2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
2BF_peroxyl_0(3)    2     565.519     7.733     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=734.44 K, Pc=23.07 bar (from Joback method)
2BF_radical_1(4)    2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
2BF_peroxyl_1(5)    2     568.079     7.765     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=737.77 K, Pc=22.89 bar (from Joback method)
2BF_radical_2(6)    2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
2BF_peroxyl_2(7)    2     568.079     7.765     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=737.77 K, Pc=22.89 bar (from Joback method)
2BF_radical_3(8)    2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
2BF_peroxyl_3(9)    2     568.079     7.765     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=737.77 K, Pc=22.89 bar (from Joback method)
C8H11O(10)          2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
C8H11O3(11)         2     570.133     7.717     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=740.43 K, Pc=23.41 bar (from Joback method)
C8H11O(12)          2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
C8H11O3(13)         2     570.133     7.717     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=740.43 K, Pc=23.41 bar (from Joback method)
C8H11O(14)          2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
C8H11O3(15)         2     570.133     7.717     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=740.43 K, Pc=23.41 bar (from Joback method)
O2(16)              1     106.700     3.467     0.000     0.000     0.000    ! PrimaryTransportLibrary
hydroperoxyl(17)    2     107.400     3.458     0.000     0.000     1.000    ! NOx2018
OH_rad(18)          1      80.000     2.750     0.000     0.000     0.000    ! NOx2018
H_rad(19)           0     145.000     2.050     0.000     0.000     0.000    ! NOx2018
PB8(20)             2     476.750     7.000     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=619.16 K, Pc=26.22 bar (from Joback method)
PB9(21)             2     476.750     7.000     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=619.16 K, Pc=26.22 bar (from Joback method)
PB10(22)            2     485.602     7.087     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=630.65 K, Pc=25.74 bar (from Joback method)
C8H12O(23)          2     506.119     7.114     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=657.30 K, Pc=26.52 bar (from Joback method)
NC3H7(24)           2     266.801     4.982     0.000     0.000     1.000    ! GRI-Mech
C5H5O(25)           2     437.704     5.935     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=568.45 K, Pc=39.51 bar (from Joback method)
C8H12O(26)          2     485.116     6.774     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=630.02 K, Pc=29.44 bar (from Joback method)
NC3H7O2(27)         2     420.255     6.025     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=545.79 K, Pc=36.25 bar (from Joback method)
R1_44(29)           2     144.000     3.800     0.000     0.000     0.000    ! NOx2018
C5H5O3(28)          2     517.905     6.800     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=672.60 K, Pc=31.07 bar (from Joback method)
C2H4(30)            2     280.800     3.971     0.000     0.000     1.500    ! NOx2018
C5H5O3(31)          2     509.144     6.673     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=661.23 K, Pc=32.32 bar (from Joback method)
C3H6OOH1-3(32)      2     420.255     6.025     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=545.79 K, Pc=36.25 bar (from Joback method)
C3H6(33)            2     266.801     4.982     0.000     0.000     1.000    ! GRI-Mech
C8H12O(34)          2     399.300     5.949     0.000     0.000     0.000    ! Epsilon & sigma estimated with fixed Lennard Jones Parameters. This is the fallback method! Try improving transport databases!
C2H5(35)            2     252.300     4.302     0.000     0.000     1.500    ! NOx2018
C6H7O(36)           2     454.209     6.248     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=589.88 K, Pc=35.14 bar (from Joback method)
C6H7O(37)           2     464.951     6.614     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=603.83 K, Pc=30.32 bar (from Joback method)
C8H10O(38)          2     497.610     6.733     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=646.25 K, Pc=30.76 bar (from Joback method)
C6H7O(39)           2     459.513     6.292     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=596.77 K, Pc=34.81 bar (from Joback method)
C7H9O(40)           2     470.452     6.559     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=610.98 K, Pc=31.46 bar (from Joback method)
CH3O2(41)           2     417.000     3.690     1.700     0.000     2.000    ! NOx2018
C5H5O3(42)          2     509.144     6.673     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=661.23 K, Pc=32.32 bar (from Joback method)
IC3H7(43)           2     266.801     4.982     0.000     0.000     1.000    ! GRI-Mech
PC4H9(44)           2     357.002     5.176     0.000     0.000     1.000    ! GRI-Mech
P3-2(45)            2     415.480     5.633     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=539.58 K, Pc=43.86 bar (from Joback method)
C5H5O(46)           2     423.356     5.638     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.81 K, Pc=44.56 bar (from Joback method)
C8H12O(47)          2     486.501     6.869     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=631.82 K, Pc=28.32 bar (from Joback method)
C5H5O(48)           2     423.356     5.638     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.81 K, Pc=44.56 bar (from Joback method)
IC3H7O2(49)         2     422.794     6.057     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.08 K, Pc=35.9 bar (from Joback method)
C8H11O(50)          2     492.531     7.130     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.65 K, Pc=25.64 bar (from Joback method)
C8H11O(51)          2     489.834     6.904     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=636.15 K, Pc=28.08 bar (from Joback method)
C6H7O3(52)          2     536.614     7.145     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=696.90 K, Pc=27.76 bar (from Joback method)
C8H13O(53)          2     471.429     6.729     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=612.25 K, Pc=29.19 bar (from Joback method)
CHCHO(58)           2     436.000     3.970     0.000     0.000     2.000    ! NOx2018
H2O2(54)            2     289.300     4.196     0.000     0.000     0.000    ! PrimaryTransportLibrary
C8H13O2(55)         2     544.757     7.667     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=707.48 K, Pc=22.81 bar (from Joback method)
C8H12O2(56)         2     553.838     7.526     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=719.27 K, Pc=24.51 bar (from Joback method)
CdCCdCCJdO(57)      2     423.356     5.638     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.81 K, Pc=44.56 bar (from Joback method)
C#CCCCC(59)         2     386.657     5.806     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=502.15 K, Pc=37.27 bar (from Joback method)
C8H12O2(60)         2     549.834     7.483     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=714.07 K, Pc=24.75 bar (from Joback method)
CH2CO(61)           2     436.000     3.970     0.000     0.000     2.000    ! NOx2018
C8H12O2(62)         2     574.140     7.825     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=745.64 K, Pc=22.61 bar (from Joback method)
H2(63)              1      59.700     2.833     0.000     0.000     0.000    ! PrimaryTransportLibrary
C7H8O(64)           2     471.419     6.351     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=612.23 K, Pc=34.72 bar (from Joback method)
C6H6O(65)           2     455.261     6.038     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=591.25 K, Pc=39.01 bar (from Joback method)
C6H6O(66)           2     450.443     6.024     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=584.99 K, Pc=38.87 bar (from Joback method)
C7H8O(67)           2     492.215     6.614     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.24 K, Pc=32.1 bar (from Joback method)
C7H8O(68)           2     476.685     6.394     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=619.07 K, Pc=34.4 bar (from Joback method)
C7H8O(69)           2     453.058     6.096     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=588.39 K, Pc=37.73 bar (from Joback method)
C8H12O2(70)         2     542.127     7.364     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=704.06 K, Pc=25.61 bar (from Joback method)
CO(71)              1      91.700     3.690     0.000     1.760     4.000    ! PrimaryTransportLibrary
C4H5-N(72)          2     357.002     5.180     0.000     0.000     1.000    ! GRI-Mech
C4H5(73)            2     366.854     5.294     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=476.43 K, Pc=46.66 bar (from Joback method)
c-C4H5(74)          2     381.310     5.503     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=495.21 K, Pc=43.17 bar (from Joback method)
C8H12O2(75)         2     542.127     7.364     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=704.06 K, Pc=25.61 bar (from Joback method)
C4H5O2(76)          2     462.614     6.298     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=600.80 K, Pc=34.93 bar (from Joback method)
C2H5O2(77)          2     395.000     4.037     1.300     0.000     1.000    ! NOx2018
[CH]1C2CC12(78)     2     364.794     5.389     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=473.76 K, Pc=43.97 bar (from Joback method)
C8H12O2(79)         2     558.458     7.374     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=725.27 K, Pc=26.27 bar (from Joback method)
C2H2O(80)           2     357.876     4.998     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=464.77 K, Pc=54.07 bar (from Joback method)
C7H8O(81)           2     508.947     6.489     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=660.97 K, Pc=35.14 bar (from Joback method)
C5H5O3(82)          2     517.905     6.800     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=672.60 K, Pc=31.07 bar (from Joback method)
P1_44(83)           2     141.400     3.746     0.000     2.600    13.000    ! NOx2018
C8H12O2(84)         2     554.326     7.524     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=719.90 K, Pc=24.56 bar (from Joback method)
C8H12O2(85)         2     558.876     7.564     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=725.81 K, Pc=24.36 bar (from Joback method)
C6H8O(86)           2     465.987     6.445     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=605.18 K, Pc=32.84 bar (from Joback method)
C5H5O5(87)          2     602.053     7.641     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=781.89 K, Pc=25.46 bar (from Joback method)
C6H8O(88)           2     450.147     6.165     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=584.61 K, Pc=36.25 bar (from Joback method)
C6H8O(89)           2     444.850     6.118     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=577.73 K, Pc=36.64 bar (from Joback method)
C6H8O(90)           2     435.666     5.992     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=565.80 K, Pc=38.2 bar (from Joback method)
C5H4O4(91)          2     563.551     6.981     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=731.88 K, Pc=31.24 bar (from Joback method)
C5H3O3(92)          2     547.592     6.793     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=711.16 K, Pc=32.95 bar (from Joback method)
C6H8O(93)           2     482.546     6.264     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=626.68 K, Pc=37.04 bar (from Joback method)
C5H3O5(94)          2     618.973     7.482     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=803.86 K, Pc=27.88 bar (from Joback method)
C6H8O(95)           2     492.192     6.392     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.21 K, Pc=35.56 bar (from Joback method)
C5H3O3(96)          2     538.998     6.507     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=700.00 K, Pc=36.91 bar (from Joback method)
C4H3O2(97)          2     485.553     6.297     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=630.59 K, Pc=36.69 bar (from Joback method)
C4H3O4(98)          2     557.394     6.836     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=723.89 K, Pc=32.92 bar (from Joback method)
C8H12O2(99)         2     574.140     7.825     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=745.64 K, Pc=22.61 bar (from Joback method)
C8H12O2(100)        2     574.140     7.825     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=745.64 K, Pc=22.61 bar (from Joback method)
C4H3O4(101)         2     529.691     6.859     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=687.91 K, Pc=30.97 bar (from Joback method)
C8H12O2(102)        2     579.274     7.569     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=752.30 K, Pc=25.2 bar (from Joback method)
C8H13O2(103)        2     574.140     7.825     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=745.64 K, Pc=22.61 bar (from Joback method)
C8H12O2(104)        2     522.777     7.015     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=678.93 K, Pc=28.57 bar (from Joback method)
C7H8O(105)          2     433.986     6.523     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=563.62 K, Pc=29.5 bar (from Joback method)
C8H10O(106)         2     497.610     6.733     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=646.25 K, Pc=30.76 bar (from Joback method)
C8H10O(107)         2     502.812     6.776     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=653.00 K, Pc=30.49 bar (from Joback method)
CHO(108)            2     498.000     3.590     0.000     0.000     0.000    ! NOx2018
CH2CHCHO(109)       2     377.211     5.142     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=489.88 K, Pc=52.36 bar (from Joback method)
C8H10O(110)         2     492.321     6.647     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.38 K, Pc=31.63 bar (from Joback method)
C8H10O(111)         2     488.581     6.605     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=634.52 K, Pc=31.99 bar (from Joback method)
C5H5O3(112)         2     509.144     6.673     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=661.23 K, Pc=32.32 bar (from Joback method)
C6H8O(113)          2     444.850     6.118     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=577.73 K, Pc=36.64 bar (from Joback method)
C8H12O2(114)        2     571.427     7.449     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=742.11 K, Pc=26.08 bar (from Joback method)
CH2O(115)           2     498.000     3.590     0.000     0.000     2.000    ! NOx2018
C8H13O2(116)        2     545.865     7.818     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=708.92 K, Pc=21.55 bar (from Joback method)
C6H8(117)           2     406.008     5.795     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=527.28 K, Pc=39.36 bar (from Joback method)
cC6H8-13(118)       2     437.763     6.135     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=568.52 K, Pc=35.77 bar (from Joback method)
C8H10O(119)         2     491.132     6.753     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=637.83 K, Pc=30.09 bar (from Joback method)
C6H8(120)           2     413.101     5.831     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=536.50 K, Pc=39.31 bar (from Joback method)
C8H10O(121)         2     502.812     6.776     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=653.00 K, Pc=30.49 bar (from Joback method)
C6H8(122)           2     396.052     5.514     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=514.35 K, Pc=44.56 bar (from Joback method)
C7H8O(123)          2     481.913     6.423     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=625.86 K, Pc=34.32 bar (from Joback method)
C7H8O(124)          2     499.159     6.657     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=648.26 K, Pc=31.92 bar (from Joback method)
C6H6O(125)          2     497.116     6.218     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=645.61 K, Pc=39.01 bar (from Joback method)
C4H3O2(126)         2     485.553     6.297     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=630.59 K, Pc=36.69 bar (from Joback method)
C5H5O3(127)         2     452.060     6.547     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=587.09 K, Pc=30.39 bar (from Joback method)
C4H4O2(128)         2     485.553     6.297     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=630.59 K, Pc=36.69 bar (from Joback method)
C6H6O(129)          2     392.745     6.015     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=510.06 K, Pc=34.04 bar (from Joback method)
